,gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentschoolSatisfaction,StudentAbsenceDays,Class,Discussion-Binned
449,M,Iraq,Iraq,MiddleSchool,6,A,Geology,F,Father,0.8,0.8383838383838383,82,71,Good,1,M,High
450,M,Iraq,Iraq,MiddleSchool,6,A,Geology,S,Father,0.71,0.8181818181818182,83,72,Good,1,M,High
451,M,Iraq,Iraq,MiddleSchool,6,A,History,F,Father,0.72,0.8787878787878788,72,89,Good,1,M,High
452,M,Iraq,Iraq,MiddleSchool,6,A,History,S,Father,0.69,0.7777777777777778,83,92,Good,1,M,High
453,F,Jordan,Jordan,MiddleSchool,6,A,Chemistry,F,Mum,0.85,1.0,42,90,Good,0,H,High
454,F,Jordan,Jordan,MiddleSchool,6,A,Chemistry,S,Mum,0.89,0.9696969696969697,45,92,Good,0,H,High
455,F,Jordan,Jordan,MiddleSchool,6,A,Geology,F,Mum,0.8,0.8282828282828283,64,58,Good,0,H,Medium
456,F,Jordan,Jordan,MiddleSchool,6,A,Geology,S,Mum,0.87,0.9393939393939394,63,60,Good,0,H,Medium
457,F,Jordan,Jordan,MiddleSchool,6,A,Chemistry,F,Father,0.15,0.09090909090909091,14,80,Bad,1,L,High
458,F,Jordan,Jordan,MiddleSchool,6,A,Chemistry,S,Father,0.09,0.06060606060606061,15,85,Bad,1,L,High
459,M,Palestine,Jordan,MiddleSchool,6,A,History,F,Father,0.81,0.8686868686868687,86,41,Good,0,M,Medium
460,M,Palestine,Jordan,MiddleSchool,6,A,History,S,Father,0.78,0.8282828282828283,78,53,Good,0,M,Medium
461,M,Palestine,Palestine,MiddleSchool,6,A,Geology,F,Father,0.8,0.8787878787878788,74,68,Good,0,M,High
462,M,Palestine,Palestine,MiddleSchool,6,A,Geology,S,Father,0.85,0.8888888888888888,79,70,Good,0,M,High
463,F,Jordan,Jordan,MiddleSchool,6,A,Chemistry,F,Father,0.02,0.0707070707070707,4,8,Bad,1,L,Low
464,F,Jordan,Jordan,MiddleSchool,6,A,Geology,F,Father,0.5,0.7777777777777778,14,28,Bad,0,M,Low
465,F,Jordan,Jordan,MiddleSchool,6,A,Geology,S,Father,0.55,0.7474747474747475,25,29,Bad,0,M,Low
466,F,Jordan,Jordan,MiddleSchool,6,A,History,F,Father,0.3,0.1717171717171717,14,57,Bad,1,L,Medium
467,F,Jordan,Jordan,MiddleSchool,6,A,History,S,Father,0.35,0.1414141414141414,23,62,Bad,1,L,Medium
